0,Condition,Drugname,Value
2986,Inflammatory Bowel Disease,Sulfasalazine,3.624448741
2987,Inflammatory Bowel Disease,Sulfazine,5.897817254
2988,Inflammatory Conditions,Decadron,0.073347323
2989,Inflammatory Conditions,Depo-Medrol,1.483108618
2990,Inflammatory Conditions,Dexamethasone,0.147901123
2991,Inflammatory Conditions,Dexamethasone Intensol,0.262166545
2992,Inflammatory Conditions,Horse chestnut,0.044575637
2993,Inflammatory Conditions,Hydrocortisone,0
2994,Inflammatory Conditions,Magnesium salicylate,0.064268833
2995,Inflammatory Conditions,Medrol,0.618266684
2996,Inflammatory Conditions,Medrol Dosepak,0.85858966
2997,Inflammatory Conditions,Meloxicam,0.716649255
2998,Inflammatory Conditions,Methylprednisolone,0.601099228
2999,Inflammatory Conditions,Mobic,0.798501762
3000,Inflammatory Conditions,Prednisolone,0.020029855
3001,Inflammatory Conditions,Prednisone,0.670530742
3002,Inflammatory Conditions,Solu-Medrol,1.116066247
3003,Influenza,Acetaminophen / phenyltoloxamine,0.100635688
3004,Influenza,Oseltamivir,0.133627787
3005,Influenza,Tamiflu,0.110331475
3006,Influenza,Zanamivir,0.032094143
3007,Influenza Prophylaxis,FluMist,0.338210596
3008,Influenza Prophylaxis,Fluzone,1.082909275
3009,Influenza Prophylaxis,"Influenza virus vaccine, inactivated",0.506271748
3010,Influenza Prophylaxis,"Influenza virus vaccine, live, trivalent",0.011510896
3011,Influenza Prophylaxis,Oseltamivir,0.313258297
3012,Influenza Prophylaxis,Tamiflu,0.692501465
3013,Insomnia,Acetaminophen / diphenhydramine,0.02778983
3014,Insomnia,Ambien,0.033367834
3015,Insomnia,Ambien CR,0.029874797
3016,Insomnia,Amitriptyline,0.078673827
3017,Insomnia,Ativan,0.13179471
3018,Insomnia,Belsomra,0.024871921
3019,Insomnia,Benadryl Allergy,0.023204051
3020,Insomnia,Butabarbital,0.013211522
3021,Insomnia,Chloral hydrate,0.017679424
3022,Insomnia,Clonazepam,0.098595066
3023,Insomnia,Dalmane,0.029729089
3024,Insomnia,Desyrel,0.035695736
3025,Insomnia,Dimenhydrinate,0.055061324
3026,Insomnia,Diphenhydramine,0.019403879
3027,Insomnia,Diphenhydramine / ibuprofen,0.032370638
3028,Insomnia,Diphenhydramine / naproxen,0.029291255
3029,Insomnia,Doxepin,0.045222028
3030,Insomnia,Doxylamine,0.034123932
3031,Insomnia,Elavil,0.190806312
3032,Insomnia,Estazolam,0.022358107
3033,Insomnia,Eszopiclone,0.027834288
3034,Insomnia,Ethchlorvynol,0
3035,Insomnia,Flurazepam,0.027225434
3036,Insomnia,Gabapentin,0.055992455
3037,Insomnia,Halcion,0.06466023
3038,Insomnia,Intermezzo,0.024273417
3039,Insomnia,Klonopin,0.14037064
3040,Insomnia,Lorazepam,0.095721992
3041,Insomnia,Lunesta,0.039847277
3042,Insomnia,Melatonin,0.043665364
3043,Insomnia,Mirtazapine,0.077569239
3044,Insomnia,Neurontin,0.163735715
3045,Insomnia,Nytol,0.011157668
3046,Insomnia,Olanzapine,0.038071807
3047,Insomnia,Oxazepam,0.02717042
3048,Insomnia,Pentobarbital,0.04847428
3049,Insomnia,Quazepam,0.010827882
3050,Insomnia,Quetiapine,0.053161881
3051,Insomnia,Ramelteon,0.02811245
3052,Insomnia,Remeron,0.114932254
3053,Insomnia,Restoril,0.075647127
3054,Insomnia,Rozerem,0.051793518
3055,Insomnia,Secobarbital,0.084538962
3056,Insomnia,Seroquel,0.060121221
3057,Insomnia,Seroquel XR,0.043406504
3058,Insomnia,Silenor,0.075813377
3059,Insomnia,Simply Sleep,0.006153393
3060,Insomnia,Sleep Aid,0.039751582
3061,Insomnia,Sominex,0.078782713
3062,Insomnia,Somnote,0.02116758
3063,Insomnia,Sonata,0.046839885
3064,Insomnia,Suvorexant,0.022365556
3065,Insomnia,Temazepam,0.055149273
3066,Insomnia,Trazodone,0.064035044
3067,Insomnia,Triazolam,0.043442442
3068,Insomnia,Tryptophan,0.072526926
3069,Insomnia,Tylenol PM,0.026927319
3070,Insomnia,Unisom SleepGels,0.015616662
3071,Insomnia,Unisom SleepTabs,0.053430622
3072,Insomnia,Vanatrip,0.04610919
3073,Insomnia,Zaleplon,0.035840499
3074,Insomnia,Zolpidem,0.028243136
3075,Insomnia,Zolpimist,0.00188219
3076,Insomnia,Zyprexa,0.045104051
3077,"Insomnia, Stimulant-Associated",Catapres,6.139609884
3078,"Insomnia, Stimulant-Associated",Clonidine,5.948859446
3079,Insulin Resistance Syndrome,Glucophage,5.821685211
3080,Insulin Resistance Syndrome,Metformin,32.7807598
3081,Intermittent Claudication,Cilostazol,61.92228758
3082,Intermittent Claudication,Pentoxifylline,37.46553715
3083,Intermittent Claudication,Trental,37.46553715
3084,Intermittent Explosive Disorde,Quetiapine,91.6532681
3085,Interstitial Cystitis,Amitriptyline,0.786459417
3086,Interstitial Cystitis,Azo Urinary Pain Relief,0.25465939
3087,Interstitial Cystitis,Elavil,1.42764186
3088,Interstitial Cystitis,Elmiron,0.960966005
3089,Interstitial Cystitis,Hydroxyzine,1.560587822
3090,Interstitial Cystitis,Imipramine,2.285365288
3091,Interstitial Cystitis,Pentosan polysulfate sodium,0.899989367
3092,Interstitial Cystitis,Phenazopyridine,0.813935559
3093,Interstitial Cystitis,Pyridium,0.643025799
3094,Interstitial Cystitis,Trospium,1.219045331
3095,Interstitial Cystitis,Uristat,1.049358065
3096,Intraabdominal Infection,Flagyl,7.388774008
3097,Intraabdominal Infection,Metronidazole,0.714373738
3098,Intraocular Hypertension,Bimatoprost,17.23140502
3099,Intraocular Hypertension,Latanoprost,3.857069248
3100,Intraocular Hypertension,Timolol,10.05060742
3101,Intraocular Hypertension,Timoptic,13.35060742
3102,Intraocular Hypertension,Travoprost,22.4528237
3103,Iritis,Kenalog-40,0.195049858
3104,Iritis,Loteprednol,2.243105501
3105,Iritis,Triamcinolone,0.195049858
3106,Iritis,Zylet,4.27176311
3107,Iron Deficiency Anemia,Ferrous gluconate,0.138721397
3108,Iron Deficiency Anemia,Ferrous sulfate,6.620822119
3109,Iron Deficiency Anemia,Heme iron polypeptide,1.080347903
3110,Iron Deficiency Anemia,Iron polysaccharide,0.55530405
3111,Iron Deficiency Anemia,Iron sucrose,3.325933774
3112,Iron Deficiency Anemia,Niferex,1.232362777
3113,Iron Deficiency Anemia,Proferrin-ES,0.790173952
3114,Iron Deficiency Anemia,Slow Fe,0.987806585
3115,Iron Deficiency Anemia,Venofer,1.090422691
3116,Irritable Bowel Syndrome,Alosetron,0.082943905
3117,Irritable Bowel Syndrome,Amitiza,0.173778633
3118,Irritable Bowel Syndrome,Amitriptyline,0.224012051
3119,Irritable Bowel Syndrome,Anafranil,0.289840893
3120,Irritable Bowel Syndrome,Atropine / hyoscyamine / phenobarbital / scopolamine,0.158544098
3121,Irritable Bowel Syndrome,Belladonna Tincture,0.026817697
3122,Irritable Bowel Syndrome,Bentyl,0.278777543
3123,Irritable Bowel Syndrome,Chlordiazepoxide / clidinium,0.199920824
3124,Irritable Bowel Syndrome,Cholestyramine,0.26648662
3125,Irritable Bowel Syndrome,Cholestyramine Light,0.268918785
3126,Irritable Bowel Syndrome,Desipramine,0.055621474
3127,Irritable Bowel Syndrome,Dicyclomine,0.16254298
3128,Irritable Bowel Syndrome,Donnatal,0.2150124
3129,Irritable Bowel Syndrome,Doxepin,0.086306232
3130,Irritable Bowel Syndrome,Effexor XR,0.116934716
3131,Irritable Bowel Syndrome,Eluxadoline,0.07808396
3132,Irritable Bowel Syndrome,EnteraGam,0.10306026
3133,Irritable Bowel Syndrome,Escitalopram,0.17584043
3134,Irritable Bowel Syndrome,HyoMax,0.206293122
3135,Irritable Bowel Syndrome,Hyoscyamine,0.153459288
3136,Irritable Bowel Syndrome,Hyosyne,0.085966171
3137,Irritable Bowel Syndrome,Imipramine,0.271881374
3138,Irritable Bowel Syndrome,Immune globulin oral,0.039178143
3139,Irritable Bowel Syndrome,Konsyl,0.189562889
3140,Irritable Bowel Syndrome,Lactobacillus acidophilus,0.287862256
3141,Irritable Bowel Syndrome,Levsin,0.111296176
3142,Irritable Bowel Syndrome,Levsin SL,0.278684718
3143,Irritable Bowel Syndrome,Librax,0.285006614
3144,Irritable Bowel Syndrome,Linaclotide,0.112286623
3145,Irritable Bowel Syndrome,Linzess,0.176069561
3146,Irritable Bowel Syndrome,Lotronex,0.112974601
3147,Irritable Bowel Syndrome,Lubiprostone,0.236986768
3148,Irritable Bowel Syndrome,Metamucil,0.212241938
3149,Irritable Bowel Syndrome,Methscopolamine,0.014998897
3150,Irritable Bowel Syndrome,Nortriptyline,0.216452536
3151,Irritable Bowel Syndrome,Phenohytro,0
3152,Irritable Bowel Syndrome,Psyllium,0.129794062
3153,Irritable Bowel Syndrome,Questran,0.084528999
3154,Irritable Bowel Syndrome,Rifaximin,0.253449634
3155,Irritable Bowel Syndrome,Symax Duotab,0.172627973
3156,Irritable Bowel Syndrome,Tegaserod,0.062307687
3157,Irritable Bowel Syndrome,Venlafaxine,0.021652065
3158,Irritable Bowel Syndrome,Viberzi,0.071333252
3159,Irritable Bowel Syndrome,Xifaxan,0.298495807
3160,Irritable Bowel Syndrome,Zelnorm,0.047876171
3161,Ischemic Stroke,Clopidogrel,13.73559922
3162,Ischemic Stroke,Nimodipine,9.493671429
3163,Ischemic Stroke,Plavix,12.69930271
3164,"Ischemic Stroke, Prophylaxis",Aggrenox,1.639120229
3165,"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,6.764343087
3166,Juvenile Idiopathic Arthritis,Actemra,5.173195698
3167,Juvenile Idiopathic Arthritis,Enbrel,3.185878941
3168,Juvenile Idiopathic Arthritis,Orencia,0.712943792
3169,Juvenile Idiopathic Arthritis,Remicade,0.428237915
3170,Juvenile Idiopathic Arthritis,Tocilizumab,4.570331029
3171,Juvenile Rheumatoid Arthritis,Enbrel,1.581442391
3172,Juvenile Rheumatoid Arthritis,Etanercept,1.141125868
3173,Juvenile Rheumatoid Arthritis,Etodolac,0.938871627
3174,Juvenile Rheumatoid Arthritis,Naproxen,0.105947832
3175,Juvenile Rheumatoid Arthritis,Sulfasalazine,0.345461595
3176,Juvenile Rheumatoid Arthritis,Sulindac,0.124933546
3177,Keratitis,Loteprednol,0
3178,Keratoconjunctivitis Sicca,Cyclosporine,1.937301506
3179,Keratoconjunctivitis Sicca,Restasis,2.254793267
3180,Keratosis,Aldara,1.722177893
3181,Keratosis,Carac,4.124765733
3182,Keratosis,Collagenase,0.599330902
3183,Keratosis,Collagenase Santyl,0.499330902
3184,Keratosis,Diclofenac,0.148940659
3185,Keratosis,Efudex,2.303089374
3186,Keratosis,Fluoroplex,1.928073411
3187,Keratosis,Fluorouracil,3.592526205
3188,Keratosis,Imiquimod,1.510241049
3189,Keratosis,Picato,5.833708754
3190,Keratosis,Solaraze,0.125621092
3191,Keratosis,Zyclara,0.860944812
3192,Kidney Infections,Amoxicillin / clavulanate,0
3193,Kidney Infections,Augmentin,0.010434037
3194,Kidney Infections,Bactrim,0.322480325
3195,Kidney Infections,Bactrim DS,0.109903711
3196,Kidney Infections,Ceftriaxone,0.172034543
3197,Kidney Infections,Cephalexin,0.65265423
3198,Kidney Infections,Cipro,0.82184974
3199,Kidney Infections,Ciprofloxacin,0.597461719
3200,Kidney Infections,Keflex,0.126169752
3201,Kidney Infections,Levaquin,1.07346699
3202,Kidney Infections,Levofloxacin,0.659871883
3203,Kidney Infections,Rocephin,0.182855361
3204,Kidney Infections,Septra,0.159344328
3205,Kidney Infections,Septra DS,0.58043677
3206,Kidney Infections,Sulfamethoxazole / trimethoprim,0.273815491
3207,Labor Induction,Cervidil,0.318389408
3208,Labor Induction,Dinoprostone,1.887771886
3209,Labor Induction,Misoprostol,1.037927937
3210,Labor Induction,Oxytocin,6.663259983
3211,Labor Induction,Pitocin,6.663259983
3212,Labor Pain,Butorphanol,0.708431505
3213,Labor Pain,Naropin Polyamp,0
3214,Labor Pain,Stadol,0.306139351
3215,Lactation Augmentation,Metoclopramide,1.789477944
3216,Lactation Augmentation,Reglan,1.128692977
3217,Lactose Intolerance,Lactaid,6.754250714
3218,Lactose Intolerance,Lactase,0.529171123
3219,Left Ventricular Dysfunction,Carvedilol,8.867575912
3220,Left Ventricular Dysfunction,Diovan,6.104036123
3221,Left Ventricular Dysfunction,Metoprolol,2.738088724
3222,Left Ventricular Dysfunction,Valsartan,8.964330912
3223,Left Ventricular Dysfunction,Vasotec,1.918106271
3224,Legionella Pneumonia,Clarithromycin,1.000258186
3225,Lennox-Gastaut Syndrome,Banzel,2.575666778
3226,Lennox-Gastaut Syndrome,Clobazam,2.312224182
3227,Lennox-Gastaut Syndrome,Felbatol,0
3228,Lennox-Gastaut Syndrome,Onfi,2.497954853
3229,Lennox-Gastaut Syndrome,Rufinamide,2.498506725
3230,Leukemia,Dasatinib,24.41912115
3231,Lewy Body Dementia,Donepezil,42.07561547
3232,Lichen Planus,Clobetasol,6.472938918
3233,Lichen Planus,Fluocinonide,8.191514075
3234,Lichen Planus,Prednisone,0.502150206
3235,Lichen Planus,Triamcinolone,2.069642078
3236,Lichen Sclerosus,Betamethasone,0.167535856
3237,Lichen Sclerosus,Clobetasol,8.294623196
3238,Lichen Sclerosus,Cutivate,15.54404318
3239,Light Anesthesia,Ativan,2.704811616
3240,Light Anesthesia,Diazepam,0.907911062
3241,Light Anesthesia,Midazolam,0.514110347
3242,Light Anesthesia,Valium,3.343218648
3243,Light Anesthesia,Versed,1.712117187
3244,Light Sedation,Chlorpromazine,1.566779856
3245,Light Sedation,Demerol,0.861866176
3246,Light Sedation,Diazepam,1.311736543
3247,Light Sedation,Librium,2.329632983
3248,Light Sedation,Meperidine,1.379107555
3249,Light Sedation,Midazolam,1.405173693
3250,Light Sedation,Phenergan,1.749062075
3251,Light Sedation,Promethazine,1.78433815
3252,Light Sedation,Seconal,1.637391931
3253,Light Sedation,Thorazine,1.101224558
3254,Light Sedation,Valium,3.50930961
3255,Light Sedation,Versed,0.873539284
3256,Linear IgA Disease,Dapsone,22.04866576
3257,Lipodystrophy,Egrifta,4.365707159
3258,Liver Magnetic Resonance Imaging,Gadoxetate disodium,1.238666356
3259,Local Anesthesia,Solarcaine Burn Relief,4.464586973
3260,Lyme Disease,Ceftin,0.466324328
3261,Lyme Disease,Ceftriaxone,0
3262,Lyme Disease,Cefuroxime,0.04187465
3263,Lyme Disease,Doxy 100,10.65936903
3264,Lyme Disease,Doxycycline,2.718072576
3265,"Lyme Disease, Arthritis",Hydroxychloroquine,30.97197339
3266,"Lyme Disease, Erythema Chronicum Migrans",Azithromycin,9.78362155
3267,"Lyme Disease, Neurologic",Bicillin L-A,3.851770526
3268,"Lyme Disease, Neurologic",Ceftriaxone,0.476179436
3269,"Lyme Disease, Neurologic",Doxy 100,2.268900871
3270,"Lyme Disease, Neurologic",Doxycycline,2.38233307
3271,"Lyme Disease, Neurologic",Penicillin g benzathine,3.625458284
3272,"Lyme Disease, Neurologic",Rocephin,1.088439313
3273,Lymphocytic Colitis,Mesalamine,37.6907731
3274,Lymphoma,Doxorubicin,3.513060942
3275,Lymphoma,Prednisone,6.076473147
3276,Macular Degeneration,Aflibercept,68.7342447
3277,Macular Degeneration,Avastin,12.83782744
3278,Macular Degeneration,Bevacizumab,0
3279,Macular Degeneration,Lucentis,7.633065462
3280,Macular Degeneration,Ranibizumab,0.01311634
3281,Macular Edema,Lucentis,34.83744955
3282,Macular Edema,Ozurdex,0.769631651
3283,Major Depressive Disorde,Abilify,0.028349988
3284,Major Depressive Disorde,Aplenzin,0.065282715
3285,Major Depressive Disorde,Aripiprazole,0.043749105
3286,Major Depressive Disorde,Brexpiprazole,0.1059635
3287,Major Depressive Disorde,Budeprion SR,0.01448192
3288,Major Depressive Disorde,Bupropion,0.149858845
3289,Major Depressive Disorde,Cymbalta,0.056170823
3290,Major Depressive Disorde,Desvenlafaxine,0.036523972
3291,Major Depressive Disorde,Desyrel,0.090730269
3292,Major Depressive Disorde,Duloxetine,0.068968705
3293,Major Depressive Disorde,Effexor,0.092809124
3294,Major Depressive Disorde,Effexor XR,0.057335207
3295,Major Depressive Disorde,Escitalopram,0.056997639
3296,Major Depressive Disorde,Fetzima,0.066574867
3297,Major Depressive Disorde,Fluoxetine,0.128435694
3298,Major Depressive Disorde,Levomilnacipran,0.072538904
3299,Major Depressive Disorde,Lexapro,0.132922829
3300,Major Depressive Disorde,Ludiomil,0.057024231
3301,Major Depressive Disorde,Maprotiline,0.047479444
3302,Major Depressive Disorde,Mirtazapine,0.140077192
3303,Major Depressive Disorde,Nefazodone,0.12111055
3304,Major Depressive Disorde,Olanzapine,0.018717518
3305,Major Depressive Disorde,Paroxetine,0.054914589
3306,Major Depressive Disorde,Paxil,0.087743292
3307,Major Depressive Disorde,Pristiq,0.049229739
3308,Major Depressive Disorde,Prozac,0.153961221
3309,Major Depressive Disorde,Prozac Weekly,0.080669069
3310,Major Depressive Disorde,Quetiapine,0.031763689
3311,Major Depressive Disorde,Remeron,0.129190254
3312,Major Depressive Disorde,Rexulti,0.101973389
3313,Major Depressive Disorde,Seroquel XR,0.049346983
3314,Major Depressive Disorde,Sertraline,0.073139651
3315,Major Depressive Disorde,Sinequan,0.201738243
3316,Major Depressive Disorde,Symbyax,0.031145266
3317,Major Depressive Disorde,Trazodone,0.06682263
3318,Major Depressive Disorde,Trintellix,0.114313479
3319,Major Depressive Disorde,Venlafaxine,0.044083063
3320,Major Depressive Disorde,Viibryd,0.100148369
3321,Major Depressive Disorde,Vilazodone,0.082426096
3322,Major Depressive Disorde,Vortioxetine,0.09263958
3323,Major Depressive Disorde,Wellbutrin,0.159432832
3324,Major Depressive Disorde,Wellbutrin SR,0.13038218
3325,Major Depressive Disorde,Wellbutrin XL,0.164938475
3326,Major Depressive Disorde,Zoloft,0.056927509
3327,Major Depressive Disorde,Zyprexa,0.084563812
3328,Malaria,Atovaquone / proguanil,3.748584092
3329,Malaria,Malarone,3.123584092
3330,Malaria,Mefloquine,0.747482449
3331,Malaria Prevention,Atovaquone / proguanil,1.478068776
3332,Malaria Prevention,Doxycycline,0.084923456
3333,Malaria Prevention,Lariam,0.09141223
3334,Malaria Prevention,Malarone,1.356538558
3335,Malaria Prevention,Mefloquine,0.337717809
3336,Malaria Prevention,Pyrimethamine,0
3337,Malignant Glioma,Bevacizumab,91.36299187
3338,Mania,Chlorpromazine,0.167972564
3339,Mania,Depakote,10.55380478
3340,Mania,Depakote Sprinkles,1.335631604
3341,Mania,Divalproex sodium,3.728311139
3342,Mania,Haloperidol,0.276924137
3343,Mania,Lithium,3.180654462
3344,Mania,Risperidone,1.677107809
3345,Mania,Stavzor,2.757136176
3346,Mania,Valproic acid,2.297136176
3347,Melanoma,Keytruda,1.282830897
3348,Melanoma,Pembrolizumab,1.282830897
3349,"Melanoma, Metastatic",Keytruda,3.579544563
3350,"Melanoma, Metastatic",Mekinist,2.723383297
3351,"Melanoma, Metastatic",Pembrolizumab,2.369825591
3352,"Melanoma, Metastatic",Tafinlar,2.169128678
3353,"Melanoma, Metastatic",Temodar,0.107893308
3354,"Melanoma, Metastatic",Trametinib,2.723383297
3355,"Melanoma, Metastatic",Vemurafenib,5.395531784
3356,"Melanoma, Metastatic",Zelboraf,0
3357,Melasma,Fluocinolone / hydroquinone / tretinoin,2.70792942
3358,Melasma,Tranexamic acid,0.95583822
3359,Melasma,Tri-Luma,1.978369784
3360,Meniere's Disease,Diazepam,9.818734385
3361,Meniere's Disease,Valium,25.52848936
3362,Meningococcal Meningitis Prophylaxis,Menactra,0.253297337
3363,Meningococcal Meningitis Prophylaxis,Meningococcal conjugate vaccine,0.253297337
3364,Menopausal Disorders,Esterified estrogens / methyltestosterone,7.968036528
3365,Menopausal Disorders,Estratest H.S.,7.043874968
3366,Menorrhagia,Dienogest / estradiol,0.06834821
3367,Menorrhagia,Lysteda,2.213695377
3368,Menorrhagia,Natazia,0.050137512
3369,Menorrhagia,Tranexamic acid,2.486873948
3370,Menstrual Disorders,Drospirenone / ethinyl estradiol,0.057793144
3371,Menstrual Disorders,Ethinyl estradiol / norethindrone,0.05491218
3372,Menstrual Disorders,Gianvi,0.033435871
3373,Menstrual Disorders,Gildess Fe 1 / 20,0.030284011
3374,Menstrual Disorders,Junel 1.5 / 30,0
3375,Menstrual Disorders,Junel Fe 1 / 20,0.006222304
3376,Menstrual Disorders,Loestrin 24 Fe,0.205942595
3377,Menstrual Disorders,Loryna,0.024629994
3378,Menstrual Disorders,Lysteda,0.486439134
3379,Menstrual Disorders,Microgestin 1 / 20,0.12272347
3380,Menstrual Disorders,Microgestin Fe 1 / 20,0.171100817
3381,Menstrual Disorders,Microgestin Fe 1.5 / 30,0.023434268
3382,Menstrual Disorders,Necon 7 / 7 / 7,0
3383,Menstrual Disorders,Ocella,0.024731326
3384,Menstrual Disorders,Tranexamic acid,0.467224126
3385,Menstrual Disorders,Vestura,0
3386,Menstrual Disorders,Yasmin,0.131057655
3387,Menstrual Disorders,Yaz,0.087729862
3388,Methicillin-Resistant Staphylococcus Aureus Infection,Linezolid,6.83578662
3389,Methicillin-Resistant Staphylococcus Aureus Infection,Zyvox,6.106928037
3390,Microscopic polyangiitis,Rituximab,0
3391,Migraine,Acetaminophen / aspirin / caffeine,0.023205849
3392,Migraine,Almotriptan,0.014982837
3393,Migraine,Amerge,0.058636313
3394,Migraine,Amrix,0.050081831
3395,Migraine,Aspirin / butalbital / caffeine,0.047290259
3396,Migraine,Axert,0.032018085
3397,Migraine,Botox,0.005070894
3398,Migraine,Butalbital Compound,0.038646294
3399,Migraine,Cafergot,0.036289292
3400,Migraine,Caffeine / ergotamine,0.024316103
3401,Migraine,Cambia,0.076954118
3402,Migraine,Cyclobenzaprine,0.068327018
3403,Migraine,Cyproheptadine,0.066278826
3404,Migraine,D.H.E. 45,0.009750988
3405,Migraine,Diclofenac,0.097302043
3406,Migraine,Dihydroergotamine,0.022234378
3407,Migraine,Eletriptan,0.028163889
3408,Migraine,Excedrin,0.012007907
3409,Migraine,Fiorinal,0.065526042
3410,Migraine,Flexeril,0.112333902
3411,Migraine,Frova,0.020401967
3412,Migraine,Frovatriptan,0.025009009
3413,Migraine,Gabapentin,0.122668549
3414,Migraine,Imitrex,0.037394023
3415,Migraine,Imitrex Statdose,0.005211246
3416,Migraine,Maxalt,0.044039591
3417,Migraine,Maxalt-MLT,0.032467861
3418,Migraine,Memantine,0.065536482
3419,Migraine,Methergine,0.051433763
3420,Migraine,Methylergonovine,0
3421,Migraine,Metoclopramide,0.022567164
3422,Migraine,Migergot,0.037462949
3423,Migraine,Migranal,0.034407506
3424,Migraine,Naproxen / sumatriptan,0.018274102
3425,Migraine,Naratriptan,0.040124902
3426,Migraine,Neurontin,0.165312549
3427,Migraine,Norflex,0.046686164
3428,Migraine,OnabotulinumtoxinA,0.020822029
3429,Migraine,Onzetra Xsail,0.00330827
3430,Migraine,Orphenadrine,0.030392994
3431,Migraine,Reglan,0.023819472
3432,Migraine,Relpax,0.027164692
3433,Migraine,Rizatriptan,0.028908592
3434,Migraine,Sumatriptan,0.021305932
3435,Migraine,Sumavel DosePro,0.031193119
3436,Migraine,Treximet,0.024826447
3437,Migraine,Vanquish,0
3438,Migraine,Venlafaxine,0.057335494
3439,Migraine,Zecuity,0.023902583
3440,Migraine,Zolmitriptan,0.012945426
3441,Migraine,Zomig,0.024088764
3442,Migraine,Zomig-ZMT,0.010903297
3443,Migraine Prevention,Amitriptyline,0.115285808
3444,Migraine Prevention,Amlodipine,0.084058468
3445,Migraine Prevention,Atenolol,0.111466634
3446,Migraine Prevention,Baclofen,0.198398859
3447,Migraine Prevention,Benicar,0.096890849
3448,Migraine Prevention,Botox,0.128889047
3449,Migraine Prevention,Bupropion,0.152975057
3450,Migraine Prevention,Calan,0.252601796
3451,Migraine Prevention,Candesartan,0.017130492
3452,Migraine Prevention,Clonazepam,0.127078195
3453,Migraine Prevention,Clonidine,0.168949011
3454,Migraine Prevention,Depakote,0.091477763
3455,Migraine Prevention,Depakote ER,0.055645605
3456,Migraine Prevention,Divalproex sodium,0.088253281
3457,Migraine Prevention,Elavil,0.155796563
3458,Migraine Prevention,Inderal,0.130238468
3459,Migraine Prevention,Inderal LA,0.187656506
3460,Migraine Prevention,InnoPran XL,0.132957065
3461,Migraine Prevention,Klonopin,0.18171472
3462,Migraine Prevention,Lamotrigine,0.039208917
3463,Migraine Prevention,Lisinopril,0.124545619
3464,Migraine Prevention,Lyrica,0.197652373
3465,Migraine Prevention,Metoprolol,0.18753426
3466,Migraine Prevention,Nadolol,0.109971185
3467,Migraine Prevention,Nortriptyline,0.122619391
3468,Migraine Prevention,Norvasc,0.284472336
3469,Migraine Prevention,Olmesartan,0.002399384
3470,Migraine Prevention,OnabotulinumtoxinA,0.121850162
3471,Migraine Prevention,Pamelor,0.481723323
3472,Migraine Prevention,Pregabalin,0.150814264
3473,Migraine Prevention,Prinivil,0.198736763
3474,Migraine Prevention,Propranolol,0.102314846
3475,Migraine Prevention,Riboflavin,0.080143586
3476,Migraine Prevention,Tenormin,0.271494331
3477,Migraine Prevention,Topamax,0.112496282
3478,Migraine Prevention,Topiramate,0.072248435
3479,Migraine Prevention,Valproic acid,0.041850723
3480,Migraine Prevention,Verapamil,0.148545237
3481,Migraine Prevention,Vitamin B2,0.118771061
3482,Migraine Prevention,Zonegran,0.143971938
3483,Migraine Prevention,Zonisamide,0.100457045
3484,Mild Cognitive Impairment,Aricept ODT,56.11935403
3485,Mild Cognitive Impairment,Donepezil,14.08300698
3486,Mitral Valve Prolapse,Atenolol,5.074459923
3487,Mitral Valve Prolapse,Bystolic,6.87496921
3488,Mitral Valve Prolapse,Metoprolol,2.488995961
3489,Mitral Valve Prolapse,Nebivolol,4.101615278
3490,Mitral Valve Prolapse,Propranolol,0.712071947
3491,Mitral Valve Prolapse,Toprol-XL,7.788379857
3492,Mononucleosis,Acyclovir,15.0831044
3493,Motion Sickness,Bonine,0.473105061
3494,Motion Sickness,Cyclizine,0.254257426
3495,Motion Sickness,Dimenhydrinate,0.90839319
3496,Motion Sickness,Dramamine,0.549677569
3497,Motion Sickness,Marezine,0.652769918
3498,Motion Sickness,Meclizine,0.47664552
3499,Motion Sickness,Phenergan,0.463580911
3500,Motion Sickness,Promethazine,0.101521733
3501,Motion Sickness,Scopolamine,0.245888076
3502,Motion Sickness,Transderm-Scop,0.414732099
3503,Mountain Sickness / Altitude Sickness,Acetazolamide,17.26142293
3504,Mucositis,NeutraSal,32.24367353
3505,Multiple Endocrine Adenomas,Omeprazole,0
3506,Multiple Myeloma,Bortezomib,16.24448997
3507,Multiple Myeloma,Carfilzomib,0
3508,Multiple Myeloma,Lenalidomide,10.68669158
3509,Multiple Myeloma,Pomalidomide,0
3510,Multiple Myeloma,Revlimid,16.46184471
3511,Multiple Myeloma,Velcade,0.83055987
3512,Multiple Sclerosis,Alemtuzumab,0.607539303
3513,Multiple Sclerosis,Amantadine,0.13358793
3514,Multiple Sclerosis,Ampyra,0.383229133
3515,Multiple Sclerosis,Aubagio,0.140600492
3516,Multiple Sclerosis,Avonex,0.138439191
3517,Multiple Sclerosis,Avonex Pen,0.048499221
3518,Multiple Sclerosis,Azathioprine,0.024235419
3519,Multiple Sclerosis,Betaseron,0.119872232
3520,Multiple Sclerosis,Copaxone,0.280145943
3521,Multiple Sclerosis,Corticotropin,0.032485486
3522,Multiple Sclerosis,Dalfampridine,0.583794143
3523,Multiple Sclerosis,Decadron,0.101218432
3524,Multiple Sclerosis,Dimethyl fumarate,0.187442574
3525,Multiple Sclerosis,Fingolimod,0.383493895
3526,Multiple Sclerosis,Gilenya,0.444924529
3527,Multiple Sclerosis,Glatiramer,0.276872075
